count,hybrid_mask
1,?l?l?d?d?s?l?w3?d?d?d?d?d
1,?l?l?d?d?s?l?w3
1,?l?l?d?d?s?l?w2?w2
1,?l?l?d?d?s?l?w2?s?w2?l
1,?l?l?d?d?s?l?s?s
1,?l?l?d?d?s?l?s?l?s?l
1,?l?l?d?d?s?l?s?l?l?d
1,?l?l?d?d?s?l?s?l?d?l?d
1,?l?l?d?d?s?l?s?l
1,?l?l?d?d?s?l?s?d
1,?l?l?d?d?s?l?s
1,?l?l?d?d?s?l?l?w2?d?d
1,?l?l?d?d?s?l?l?u
1,?l?l?d?d?s?l?l?s?d?d?d?d
1,?l?l?d?d?s?l?l?l?w4
1,?l?l?d?d?s?l?l?l?s?w3
1,?l?l?d?d?s?l?l?l?l?s?w2
1,?l?l?d?d?s?l?l?l?d?d?d?d
1,?l?l?d?d?s?l?l?l?d
1,?l?l?d?d?s?l?l?d?s?l?l?d
1,?l?l?d?d?s?l?l?d?s?d
1,?l?l?d?d?s?l?l?d?l?l?d
1,?l?l?d?d?s?l?l?d?l?d?l?l
1,?l?l?d?d?s?l?l?d?l
1,?l?l?d?d?s?l?l?d?d?u?s?l?u
1,?l?l?d?d?s?l?l?d?d?s?w3?d?s?w4
1,?l?l?d?d?s?l?l?d?d?s?l?l?d?d?s
1,?l?l?d?d?s?l?l?d?d?s?l?d?d?s
1,?l?l?d?d?s?l?l?d?d?d?d?d?d
1,?l?l?d?d?s?l?d?u
1,?l?l?d?d?s?l?d?l?l?l?d?d?d
1,?l?l?d?d?s?l?d
1,?l?l?d?d?s?d?w2
1,?l?l?d?d?s?d?s?w2
1,?l?l?d?d?s?d?s?l
1,?l?l?d?d?s?d?s?d?d?s?d?s?d
1,?l?l?d?d?s?d?s?d?d?l?l
1,?l?l?d?d?s?d?l?w3?l?l?l
1,?l?l?d?d?s?d?l?l?l?l
1,?l?l?d?d?s?d?l?l?l
1,?l?l?d?d?s?d?l?l?d?d?s?d
1,?l?l?d?d?s?d?l?d?w3?l
1,?l?l?d?d?s?d?l?d
1,?l?l?d?d?s?d?d?w3
1,?l?l?d?d?s?d?d?w2?d?d
1,?l?l?d?d?s?d?d?u?s?u
1,?l?l?d?d?s?d?d?s?d?d?s?d?d?l?l
1,?l?l?d?d?s?d?d?l?w2?l
1,?l?l?d?d?s?d?d?l?l?w3?w3?d?d
1,?l?l?d?d?s?d?d?l?d
1,?l?l?d?d?s?d?d?d?s?s
1,?l?l?d?d?s?d?d?d?s?l?l?s?l?l
1,?l?l?d?d?s?d?d?d?s?d?d?d?s?d
1,?l?l?d?d?s?d?d?d?s?d?d?d
1,?l?l?d?d?s?d?d?d?s?d
1,?l?l?d?d?s?d?d?d?l?l?l?l
1,?l?l?d?d?s?d?d?d?l?l?d
1,?l?l?d?d?s?d?d?d?l?l
1,?l?l?d?d?s?d?d?d?d?w3?d?d
1,?l?l?d?d?s?d?d?d?d?w2
1,?l?l?d?d?s?d?d?d?d?d?d?d?d?l?l?l
1,?l?l?d?d?s?d?d?d?d?d?d?d?d?d
1,?l?l?d?d?l?w4?w3
1,?l?l?d?d?l?w4?d?d
1,?l?l?d?d?l?w3?w4
1,?l?l?d?d?l?w3?w2
1,?l?l?d?d?l?w3?l?l?d
1,?l?l?d?d?l?w3?l?l
1,?l?l?d?d?l?w3?d?l?l
1,?l?l?d?d?l?w3?d?l
1,?l?l?d?d?l?w3?d?d?w2?d?d
1,?l?l?d?d?l?w3?d?d?l?l?l
1,?l?l?d?d?l?w3?d?d?d?l?l
1,?l?l?d?d?l?w3?d?d?d?d?d?d?d?d?d?d?d
1,?l?l?d?d?l?w3?d?d?d?d?d?d?d
1,?l?l?d?d?l?w2?w4
1,?l?l?d?d?l?w2?w3?l?l?d?d
1,?l?l?d?d?l?w2?w3
1,?l?l?d?d?l?w2?w2?d?s?d?d
1,?l?l?d?d?l?w2?w2?d?l?d
1,?l?l?d?d?l?w2?u?u
1,?l?l?d?d?l?w2?u
1,?l?l?d?d?l?w2?s?w4
1,?l?l?d?d?l?w2?l?l?w2
1,?l?l?d?d?l?w2?l?l?d?d
1,?l?l?d?d?l?w2?l?l?d
1,?l?l?d?d?l?w2?l?d?l?d
1,?l?l?d?d?l?w2?l?d?d
1,?l?l?d?d?l?w2?d?l?s?s
1,?l?l?d?d?l?w2?d?d?l?l
1,?l?l?d?d?l?w2?d?d?d?s
1,?l?l?d?d?l?w2?d?d?d?d
1,?l?l?d?d?l?w2?d?d?d
1,?l?l?d?d?l?w1?d?w3
1,?l?l?d?d?l?w1?d?d?d?d
1,?l?l?d?d?l?u?w4
1,?l?l?d?d?l?u?w2?d?s
1,?l?l?d?d?l?u?u?u?u
1,?l?l?d?d?l?u?u?l
1,?l?l?d?d?l?u?u?d
1,?l?l?d?d?l?u?s
1,?l?l?d?d?l?u?l?l?s?d
1,?l?l?d?d?l?u?l?l?l
1,?l?l?d?d?l?u?l?l?d?d
1,?l?l?d?d?l?u?l?d?l?u?u?d?u?u?d?u?l?l?l?l
1,?l?l?d?d?l?u?l?d
1,?l?l?d?d?l?u?d?w2?l?l
1,?l?l?d?d?l?u?d?u?u?l?d?l?l?u?l?u?u?d?l?l?u?u?d
1,?l?l?d?d?l?s?w2?d?l
1,?l?l?d?d?l?s?w1
1,?l?l?d?d?l?s?s?w4
1,?l?l?d?d?l?s?s?s?s
1,?l?l?d?d?l?s?s?s
1,?l?l?d?d?l?s?s?l?l
1,?l?l?d?d?l?s?s?d?l?l
1,?l?l?d?d?l?s?l?u?l?s?l?l
1,?l?l?d?d?l?s?l?s?l?l?w4?l
1,?l?l?d?d?l?s?l?s
1,?l?l?d?d?l?s?l?l?l?l?l?l?l?s?l
1,?l?l?d?d?l?s?l?l?d?s?s
1,?l?l?d?d?l?s?l?l?d?d
1,?l?l?d?d?l?s?l?d?d?l
1,?l?l?d?d?l?s?d?w2
1,?l?l?d?d?l?s?d?l?l
1,?l?l?d?d?l?s?d?d?l
1,?l?l?d?d?l?s?d?d?d?s?d?d
1,?l?l?d?d?l?s?d?d?d?d?l
1,?l?l?d?d?l?l?w4?w3
1,?l?l?d?d?l?l?w4?l?l?l?s?s
1,?l?l?d?d?l?l?w4?l?d
1,?l?l?d?d?l?l?w4?l
1,?l?l?d?d?l?l?w3?s?w2
1,?l?l?d?d?l?l?w3?s
1,?l?l?d?d?l?l?w3?d?d?d?d
1,?l?l?d?d?l?l?w3?d?d
1,?l?l?d?d?l?l?w2?w2?d
1,?l?l?d?d?l?l?w2?s
1,?l?l?d?d?l?l?w2?l?l?s
1,?l?l?d?d?l?l?w2?l?l?l?d?d?l?l
1,?l?l?d?d?l?l?w2?d?d?d?d
1,?l?l?d?d?l?l?w1?l
1,?l?l?d?d?l?l?u?u?u?u
1,?l?l?d?d?l?l?u?u?u?s?s
1,?l?l?d?d?l?l?u?l?l?l?w2
1,?l?l?d?d?l?l?u?d?u?d?u?d
1,?l?l?d?d?l?l?s?w4
1,?l?l?d?d?l?l?s?w3
1,?l?l?d?d?l?l?s?w2?w4
1,?l?l?d?d?l?l?s?w2?w3
1,?l?l?d?d?l?l?s?w2?s?l?l
1,?l?l?d?d?l?l?s?u?u?u
1,?l?l?d?d?l?l?s?s?s?s?s
1,?l?l?d?d?l?l?s?s?l
1,?l?l?d?d?l?l?s?l?l?l
1,?l?l?d?d?l?l?s?l?l
1,?l?l?d?d?l?l?s?l?d?w3
1,?l?l?d?d?l?l?s?d?u
1,?l?l?d?d?l?l?s?d?s?s
1,?l?l?d?d?l?l?s?d?s?l?s
1,?l?l?d?d?l?l?s?d?s
1,?l?l?d?d?l?l?s?d?l
1,?l?l?d?d?l?l?s?d?d?w3?s
1,?l?l?d?d?l?l?s?d?d?d?d
1,?l?l?d?d?l?l?s?d?d?d
1,?l?l?d?d?l?l?l?w4?l?l
1,?l?l?d?d?l?l?l?w4?l
1,?l?l?d?d?l?l?l?w3?l?l?l?l?l?d?d?d?l?l
1,?l?l?d?d?l?l?l?w3?d?d
1,?l?l?d?d?l?l?l?w3?d
1,?l?l?d?d?l?l?l?w2?w2
1,?l?l?d?d?l?l?l?w2?s?d?d?d?d?d?d?d?d?d?d?d?d?d
1,?l?l?d?d?l?l?l?w2?l?l?l?d?d?d
1,?l?l?d?d?l?l?l?w2?l?d?d?d
1,?l?l?d?d?l?l?l?w2?l?d
1,?l?l?d?d?l?l?l?w2?d
1,?l?l?d?d?l?l?l?w1?s?d?d
1,?l?l?d?d?l?l?l?u?w3?s?d
1,?l?l?d?d?l?l?l?u?s?w2
1,?l?l?d?d?l?l?l?u?l?l?u?u?d?u?d?l?u?u?l?l?u?d?u?d?l
1,?l?l?d?d?l?l?l?u?d?d?d?d?l?l
1,?l?l?d?d?l?l?l?s?s?l?d?d?d?l?l?l
1,?l?l?d?d?l?l?l?s?l?s?l?d?s?w2
1,?l?l?d?d?l?l?l?s?l?l?l?l?l
1,?l?l?d?d?l?l?l?s?l?d?d?l
1,?l?l?d?d?l?l?l?s?d?d?d?d
1,?l?l?d?d?l?l?l?l?w4
1,?l?l?d?d?l?l?l?l?w3
1,?l?l?d?d?l?l?l?l?s?s?s
1,?l?l?d?d?l?l?l?l?s?s
1,?l?l?d?d?l?l?l?l?l?w2
1,?l?l?d?d?l?l?l?l?l?u
1,?l?l?d?d?l?l?l?l?l?s?l?l?l
1,?l?l?d?d?l?l?l?l?l?s
1,?l?l?d?d?l?l?l?l?l?l?s?s?l?l
1,?l?l?d?d?l?l?l?l?l?l?l?l?l?l
1,?l?l?d?d?l?l?l?l?l?l?l?l?d?d?d
1,?l?l?d?d?l?l?l?l?l?l?l?l?d
1,?l?l?d?d?l?l?l?l?l?l?l?d?d
1,?l?l?d?d?l?l?l?l?l?l?l?d
1,?l?l?d?d?l?l?l?l?l?l?d?l
1,?l?l?d?d?l?l?l?l?l?l?d
1,?l?l?d?d?l?l?l?l?l?d?l?w4
1,?l?l?d?d?l?l?l?l?l?d?l?l?l?d?l?l
1,?l?l?d?d?l?l?l?l?l?d?l?l?l
1,?l?l?d?d?l?l?l?l?l?d?d?l?l?l?d?l
1,?l?l?d?d?l?l?l?l?l?d?d?d?d?d?d?d
1,?l?l?d?d?l?l?l?l?l?d?d?d
1,?l?l?d?d?l?l?l?l?d?w3
1,?l?l?d?d?l?l?l?l?d?l?l?s
1,?l?l?d?d?l?l?l?l?d?l?l?l
1,?l?l?d?d?l?l?l?l?d?l?l?d?l
1,?l?l?d?d?l?l?l?l?d?l?l?d
1,?l?l?d?d?l?l?l?l?d?l?d?d?l
1,?l?l?d?d?l?l?l?l?d?l?d?d?d
1,?l?l?d?d?l?l?l?l?d?d?w3
1,?l?l?d?d?l?l?l?l?d?d?s
1,?l?l?d?d?l?l?l?l?d?d?l?l?l
1,?l?l?d?d?l?l?l?l?d?d?d?w2
1,?l?l?d?d?l?l?l?l?d?d?d?l?l?l?s
1,?l?l?d?d?l?l?l?l?d?d?d?d?d?d?d
1,?l?l?d?d?l?l?l?l?d?d?d?d?d?d
1,?l?l?d?d?l?l?l?d?w2?d?d
1,?l?l?d?d?l?l?l?d?u?l?l?u?l?d
1,?l?l?d?d?l?l?l?d?s
1,?l?l?d?d?l?l?l?d?l?w2
1,?l?l?d?d?l?l?l?d?l?u
1,?l?l?d?d?l?l?l?d?l?s
1,?l?l?d?d?l?l?l?d?l?l?l?d?d?d
1,?l?l?d?d?l?l?l?d?l?l?l
1,?l?l?d?d?l?l?l?d?l?d?l?d?l
1,?l?l?d?d?l?l?l?d?l?d?d?d
1,?l?l?d?d?l?l?l?d?d?w3
1,?l?l?d?d?l?l?l?d?d?w2?d?d
1,?l?l?d?d?l?l?l?d?d?s?d?l?l?d?d?s?s?l?l?l?d?s
1,?l?l?d?d?l?l?l?d?d?s
1,?l?l?d?d?l?l?l?d?d?l?l?l?d?d?l
1,?l?l?d?d?l?l?l?d?d?l?l?l
1,?l?l?d?d?l?l?l?d?d?l?l?d?d?l
1,?l?l?d?d?l?l?l?d?d?l?l?d
1,?l?l?d?d?l?l?l?d?d?l?d?d
1,?l?l?d?d?l?l?l?d?d?d?w3?d
1,?l?l?d?d?l?l?l?d?d?d?w2
1,?l?l?d?d?l?l?l?d?d?d?l?l
1,?l?l?d?d?l?l?l?d?d?d?l
1,?l?l?d?d?l?l?l?d?d?d?d?d?d?d?d
1,?l?l?d?d?l?l?d?w4?d?d
1,?l?l?d?d?l?l?d?w3?l?l?l
1,?l?l?d?d?l?l?d?w3?d
1,?l?l?d?d?l?l?d?w2?w3
1,?l?l?d?d?l?l?d?w2?s?w1
1,?l?l?d?d?l?l?d?w2?s
1,?l?l?d?d?l?l?d?w2?l
1,?l?l?d?d?l?l?d?w2?d?w3?d?d
1,?l?l?d?d?l?l?d?w2?d?l
1,?l?l?d?d?l?l?d?w1?l
1,?l?l?d?d?l?l?d?w1?d
1,?l?l?d?d?l?l?d?u?l?l
1,?l?l?d?d?l?l?d?s?u
1,?l?l?d?d?l?l?d?s?s?s
1,?l?l?d?d?l?l?d?s?l?l?d?d
1,?l?l?d?d?l?l?d?s?d
1,?l?l?d?d?l?l?d?l?w3
1,?l?l?d?d?l?l?d?l?u?w3
1,?l?l?d?d?l?l?d?l?u?d
1,?l?l?d?d?l?l?d?l?s?w2
1,?l?l?d?d?l?l?d?l?s?d?d?s
1,?l?l?d?d?l?l?d?l?s
1,?l?l?d?d?l?l?d?l?l?u
1,?l?l?d?d?l?l?d?l?l?s?d
1,?l?l?d?d?l?l?d?l?l?s
1,?l?l?d?d?l?l?d?l?l?l?l?l?l
1,?l?l?d?d?l?l?d?l?l?l?l?d?d
1,?l?l?d?d?l?l?d?l?l?l?l
1,?l?l?d?d?l?l?d?l?l?l?d?l?l?l?d?l
1,?l?l?d?d?l?l?d?l?l?l?d?l
1,?l?l?d?d?l?l?d?l?l?l?d?d?d?l?l?l?l
1,?l?l?d?d?l?l?d?l?l?l?d?d
1,?l?l?d?d?l?l?d?l?l?d?s
1,?l?l?d?d?l?l?d?l?l?d?l?l?d?d?d
1,?l?l?d?d?l?l?d?l?l?d?l?l
1,?l?l?d?d?l?l?d?l?l?d?l?d?d
1,?l?l?d?d?l?l?d?l?l?d?d?l?l?d?d
1,?l?l?d?d?l?l?d?l?l?d?d?l
1,?l?l?d?d?l?l?d?l?l?d?d?d
1,?l?l?d?d?l?l?d?l?d?l?l?w2
1,?l?l?d?d?l?l?d?l?d?l?l
1,?l?l?d?d?l?l?d?l?d?l?d?d
1,?l?l?d?d?l?l?d?l?d?d?d?l
1,?l?l?d?d?l?l?d?d?w4?d?d
1,?l?l?d?d?l?l?d?d?w3?s
1,?l?l?d?d?l?l?d?d?w3?d?d?w2?d?d
1,?l?l?d?d?l?l?d?d?w3?d
1,?l?l?d?d?l?l?d?d?w2?w4?d?d
1,?l?l?d?d?l?l?d?d?w2?w2
1,?l?l?d?d?l?l?d?d?w2?l?l
1,?l?l?d?d?l?l?d?d?w2?d?d?w3?l?w3
1,?l?l?d?d?l?l?d?d?w2?d?d?l?l
1,?l?l?d?d?l?l?d?d?w1
1,?l?l?d?d?l?l?d?d?u?u?d?d
1,?l?l?d?d?l?l?d?d?u?l
1,?l?l?d?d?l?l?d?d?u
1,?l?l?d?d?l?l?d?d?s?w2?d?d?l?l?d?d
1,?l?l?d?d?l?l?d?d?s?s?s?s
1,?l?l?d?d?l?l?d?d?s?s?s
1,?l?l?d?d?l?l?d?d?s?s?d?d?d?d
1,?l?l?d?d?l?l?d?d?s?l?l?d?d?l?d?d
1,?l?l?d?d?l?l?d?d?s?l?l
1,?l?l?d?d?l?l?d?d?s?l?d?d
1,?l?l?d?d?l?l?d?d?s?l
1,?l?l?d?d?l?l?d?d?s?d?d?s?d?d
1,?l?l?d?d?l?l?d?d?s?d?d
1,?l?l?d?d?l?l?d?d?s?d
1,?l?l?d?d?l?l?d?d?l?w4?w2
1,?l?l?d?d?l?l?d?d?l?w4?d?d
1,?l?l?d?d?l?l?d?d?l?w4?d
1,?l?l?d?d?l?l?d?d?l?w3?d?d?d?d
1,?l?l?d?d?l?l?d?d?l?w2?d?d?d
1,?l?l?d?d?l?l?d?d?l?s?l
1,?l?l?d?d?l?l?d?d?l?s?d?d?d?l?l?l
1,?l?l?d?d?l?l?d?d?l?s
1,?l?l?d?d?l?l?d?d?l?l?w2?d?d
1,?l?l?d?d?l?l?d?d?l?l?s?w2?l?l
1,?l?l?d?d?l?l?d?d?l?l?s
1,?l?l?d?d?l?l?d?d?l?l?l?s
1,?l?l?d?d?l?l?d?d?l?l?l?l?s?s
1,?l?l?d?d?l?l?d?d?l?l?l?l?l?l
1,?l?l?d?d?l?l?d?d?l?l?l?d?d?l?l
1,?l?l?d?d?l?l?d?d?l?l?l?d?d?d
1,?l?l?d?d?l?l?d?d?l?l?d?l?l?l?s?s
1,?l?l?d?d?l?l?d?d?l?l?d?l?l?l?s
1,?l?l?d?d?l?l?d?d?l?l?d?l?l?l
1,?l?l?d?d?l?l?d?d?l?l?d?l?l?d?d
1,?l?l?d?d?l?l?d?d?l?l?d?l?l
1,?l?l?d?d?l?l?d?d?l?l?d?l
1,?l?l?d?d?l?l?d?d?l?l?d?d?w2?d
1,?l?l?d?d?l?l?d?d?l?l?d?d?u?w2?u
1,?l?l?d?d?l?l?d?d?l?l?d?d?s?l?l?l
1,?l?l?d?d?l?l?d?d?l?l?d?d?s?d?d?s
1,?l?l?d?d?l?l?d?d?l?l?d?d?l?l?s
1,?l?l?d?d?l?l?d?d?l?l?d?d?l?l?l?d?d
1,?l?l?d?d?l?l?d?d?l?l?d?d?l?l?d?d?l?l?d?d?l?l?d
1,?l?l?d?d?l?l?d?d?l?l?d?d?l?d?d?s
1,?l?l?d?d?l?l?d?d?l?l?d?d?l?d?d
1,?l?l?d?d?l?l?d?d?l?l?d?d?l?d
1,?l?l?d?d?l?l?d?d?l?l?d?d?d?d
1,?l?l?d?d?l?l?d?d?l?d?l
1,?l?l?d?d?l?l?d?d?l?d?d?s
1,?l?l?d?d?l?l?d?d?l?d?d?l?l?s
1,?l?l?d?d?l?l?d?d?l?d?d?l?l
1,?l?l?d?d?l?l?d?d?l?d?d?d?l?d?d?d
1,?l?l?d?d?l?l?d?d?l?d?d?d?d?d?d
1,?l?l?d?d?l?l?d?d?l?d?d?d?d?d
1,?l?l?d?d?l?l?d?d?d?w2?l?d?d?d
1,?l?l?d?d?l?l?d?d?d?w2?d?d?d
1,?l?l?d?d?l?l?d?d?d?w2?d?d
1,?l?l?d?d?l?l?d?d?d?s?s
1,?l?l?d?d?l?l?d?d?d?s
1,?l?l?d?d?l?l?d?d?d?l?l?d?d?d
1,?l?l?d?d?l?l?d?d?d?l?d?l
1,?l?l?d?d?l?l?d?d?d?l?d?d
1,?l?l?d?d?l?l?d?d?d?d?l?l?d?l?d
1,?l?l?d?d?l?l?d?d?d?d?d?l
1,?l?l?d?d?l?l?d?d?d?d?d?d?s
1,?l?l?d?d?l?l?d?d?d?d?d?d?d?d?s
1,?l?l?d?d?l?l?d?d?d?d?d?d?d?d?d?d?d?d?d?d
1,?l?l?d?d?l?l?d?d?d?d?d?d?d?d
1,?l?l?d?d?l?l?b?b?l?l
1,?l?l?d?d?l?d?w4?l?d?l
1,?l?l?d?d?l?d?w3?d?d?l?d?l?l
1,?l?l?d?d?l?d?w2?d?l?d
1,?l?l?d?d?l?d?u
1,?l?l?d?d?l?d?s?l?d?l?l?d?d?l?l
1,?l?l?d?d?l?d?s?d
1,?l?l?d?d?l?d?l?w1
1,?l?l?d?d?l?d?l?u
1,?l?l?d?d?l?d?l?s?s
1,?l?l?d?d?l?d?l?s?d?d
1,?l?l?d?d?l?d?l?l?u?d
1,?l?l?d?d?l?d?l?l?u
1,?l?l?d?d?l?d?l?l?s?d?l?s?d?l?l?d?l?l?d
1,?l?l?d?d?l?d?l?l?s?d?d
1,?l?l?d?d?l?d?l?l?l?s
1,?l?l?d?d?l?d?l?l?l?l?l?d?l?d
1,?l?l?d?d?l?d?l?l?l?l?l
1,?l?l?d?d?l?d?l?l?l?d?w2
1,?l?l?d?d?l?d?l?l?l?d?l?l
1,?l?l?d?d?l?d?l?l?l?d?d?l
1,?l?l?d?d?l?d?l?l?d?l?w2?d
1,?l?l?d?d?l?d?l?l?d?l?l?d
1,?l?l?d?d?l?d?l?l?d?l?d?l?l?l?d?d
1,?l?l?d?d?l?d?l?l?d?l?d
1,?l?l?d?d?l?d?l?l?d?d?l?l?d
1,?l?l?d?d?l?d?l?l?d?d?l?d
1,?l?l?d?d?l?d?l?l?d?d?d?l
1,?l?l?d?d?l?d?l?l?d?d?d?d
1,?l?l?d?d?l?d?l?d?w4
1,?l?l?d?d?l?d?l?d?w2
1,?l?l?d?d?l?d?l?d?s
1,?l?l?d?d?l?d?l?d?l?l?l?l
1,?l?l?d?d?l?d?l?d?l?l?l?d?l
1,?l?l?d?d?l?d?l?d?l?l?l
1,?l?l?d?d?l?d?l?d?l?l?d?w2
1,?l?l?d?d?l?d?l?d?l?l?d?d?d?d
1,?l?l?d?d?l?d?l?d?l?d?l?l
1,?l?l?d?d?l?d?l?d?l?d?l?d
1,?l?l?d?d?l?d?l?d?l?d?d
1,?l?l?d?d?l?d?l?d?d?l?l?l
1,?l?l?d?d?l?d?l?d?d?l?l
1,?l?l?d?d?l?d?l?d?d?l?d?d?s?w2
1,?l?l?d?d?l?d?l?d?d?l?d
1,?l?l?d?d?l?d?l?d?d?d?w2
1,?l?l?d?d?l?d?d?w4?l?l
1,?l?l?d?d?l?d?d?w3?l?l
1,?l?l?d?d?l?d?d?w3?l
1,?l?l?d?d?l?d?d?w2?l
1,?l?l?d?d?l?d?d?u?l?l
1,?l?l?d?d?l?d?d?u
1,?l?l?d?d?l?d?d?s?w2?d?d?d
1,?l?l?d?d?l?d?d?s?d?d?d
1,?l?l?d?d?l?d?d?s
1,?l?l?d?d?l?d?d?l?w4
1,?l?l?d?d?l?d?d?l?w2
1,?l?l?d?d?l?d?d?l?s?d
1,?l?l?d?d?l?d?d?l?s
1,?l?l?d?d?l?d?d?l?l?w2
1,?l?l?d?d?l?d?d?l?l?s?d?l?l?l?d?l?l?d
1,?l?l?d?d?l?d?d?l?l?s
1,?l?l?d?d?l?d?d?l?l?l?l?d
1,?l?l?d?d?l?d?d?l?l?l?d?u
1,?l?l?d?d?l?d?d?l?l?l?d?l?d?l
1,?l?l?d?d?l?d?d?l?l?d?l
1,?l?l?d?d?l?d?d?l?l?d?d?l?l?d?d
1,?l?l?d?d?l?d?d?l?l?d?d?l?l
1,?l?l?d?d?l?d?d?l?d?l?d?d
1,?l?l?d?d?l?d?d?l?d?l?d
1,?l?l?d?d?l?d?d?l?d?d?s?d?d?d
1,?l?l?d?d?l?d?d?l?d?d?s
1,?l?l?d?d?l?d?d?l?d?d?l?l?l?d?d?d?d?d?l?d?l?d?l?d?l?d?l?l?d?d?l?d
1,?l?l?d?d?l?d?d?l?d?d?l?l?d?d?l
1,?l?l?d?d?l?d?d?l?d?d?l?d?d?d
1,?l?l?d?d?l?d?d?l?d?d?l?d
1,?l?l?d?d?l?d?d?d?w2?d?d?d
1,?l?l?d?d?l?d?d?d?w2
1,?l?l?d?d?l?d?d?d?u?l?l?d
1,?l?l?d?d?l?d?d?d?l?l?d?l
1,?l?l?d?d?l?d?d?d?l?d?d?d?w2
1,?l?l?d?d?l?d?d?d?l?d?d?d
1,?l?l?d?d?l?d?d?d?l?d?d
1,?l?l?d?d?l?d?d?d?d?w2
1,?l?l?d?d?l?d?d?d?d?d?w2
1,?l?l?d?d?l?d?d?d?d?d?d?d
1,?l?l?d?d?d?w4?w2?l
1,?l?l?d?d?d?w4?l?w3
1,?l?l?d?d?d?w4?l?l?u
1,?l?l?d?d?d?w4?l?l?l
1,?l?l?d?d?d?w4?l?l?d
1,?l?l?d?d?d?w4?l?d?d?d?d
1,?l?l?d?d?d?w4?d?l
1,?l?l?d?d?d?w4?d?d?l?l
1,?l?l?d?d?d?w3?w4?d?d?d
1,?l?l?d?d?d?w3?w1
1,?l?l?d?d?d?w3?s?s
1,?l?l?d?d?d?w3?s?d?d
1,?l?l?d?d?d?w3?l?w3?d
1,?l?l?d?d?d?w3?l?d?d?d
1,?l?l?d?d?d?w3?d?w2?l
1,?l?l?d?d?d?w3?d?d?l?l?l
1,?l?l?d?d?d?w3?d?d?d?w3
1,?l?l?d?d?d?w3?d?d?d?w2?d?d?d?d
1,?l?l?d?d?d?w3?d?d?d?s
1,?l?l?d?d?d?w3?d?d?d?d?d?d?d?d
1,?l?l?d?d?d?w2?w3?d?d
1,?l?l?d?d?d?w2?w3?d
1,?l?l?d?d?d?w2?w2?u
1,?l?l?d?d?d?w2?w2?l?l
1,?l?l?d?d?d?w2?w2?l
1,?l?l?d?d?d?w2?w1?d
1,?l?l?d?d?d?w2?w1
1,?l?l?d?d?d?w2?u?u?d?d?d?d?l?l
1,?l?l?d?d?d?w2?s?l?l?l
1,?l?l?d?d?d?w2?l?w2
1,?l?l?d?d?d?w2?l?l?s
1,?l?l?d?d?d?w2?l?l?l?w3
1,?l?l?d?d?d?w2?l?l?l?s
1,?l?l?d?d?d?w2?l?l?l?d
1,?l?l?d?d?d?w2?l?l?d?d?d?l?l
1,?l?l?d?d?d?w2?l?l?d?d?d?d
1,?l?l?d?d?d?w2?l?l?d
1,?l?l?d?d?d?w2?l?d?d
1,?l?l?d?d?d?w2?l?d
1,?l?l?d?d?d?w2?d?w2
1,?l?l?d?d?d?w2?d?l?w3?d
1,?l?l?d?d?d?w2?d?l?l?l?l
1,?l?l?d?d?d?w2?d?l?l?d?d?d
1,?l?l?d?d?d?w2?d?d?s?d
1,?l?l?d?d?d?w2?d?d?l?l?w2
1,?l?l?d?d?d?w2?d?d?l?l?l
1,?l?l?d?d?d?w2?d?d?l?l?d?d
1,?l?l?d?d?d?w2?d?d?l?l
1,?l?l?d?d?d?w2?d?d?l?d?d?d?l?d
1,?l?l?d?d?d?w2?d?d?d?w4?w2?s?w1?s
1,?l?l?d?d?d?w2?d?d?d?w2
1,?l?l?d?d?d?w2?d?d?d?l?l
1,?l?l?d?d?d?w2?d?d?d?l
1,?l?l?d?d?d?w2?d?d?d?d?l?l
1,?l?l?d?d?d?w2?d?d?d?d?l
1,?l?l?d?d?d?w2?d?d?d?d?d?d?d?d?d
1,?l?l?d?d?d?w1?w4
1,?l?l?d?d?d?w1?w3?d?d?d?d
1,?l?l?d?d?d?w1?w2
1,?l?l?d?d?d?w1?s
1,?l?l?d?d?d?w1?d?d?d?d?l
1,?l?l?d?d?d?w1?d?d?d?d
1,?l?l?d?d?d?u?w3
1,?l?l?d?d?d?u?u?u?w3
1,?l?l?d?d?d?u?u?u?w2
1,?l?l?d?d?d?u?u?u?u
1,?l?l?d?d?d?u?u?u?l?l
1,?l?l?d?d?d?u?u?s?s?s
1,?l?l?d?d?d?u?u?l?l?l
1,?l?l?d?d?d?u?u?l?l
1,?l?l?d?d?d?u?u?d?d?d
1,?l?l?d?d?d?u?l?u?l
1,?l?l?d?d?d?u?l?l?d?d?d?l?l
1,?l?l?d?d?d?u?l?d
1,?l?l?d?d?d?u?d?u?u?d
1,?l?l?d?d?d?u?d?d
1,?l?l?d?d?d?s?w4
1,?l?l?d?d?d?s?w3?d
1,?l?l?d?d?d?s?w2?d?d?d?d?s
1,?l?l?d?d?d?s?w2?d?d?d?d
1,?l?l?d?d?d?s?w2?d
1,?l?l?d?d?d?s?w1?w4
1,?l?l?d?d?d?s?w1?l?s?d?d?d
1,?l?l?d?d?d?s?u
1,?l?l?d?d?d?s?s?s?s?l?l
1,?l?l?d?d?d?s?s?s?l
1,?l?l?d?d?d?s?s?l?l?l
1,?l?l?d?d?d?s?s?l?d?d?w2
1,?l?l?d?d?d?s?s?d?s
